time_s,position_rad,torque_Nm
5.34000,4.714,-0.688
5.34500,4.708,-0.662
5.35000,4.702,-0.636
5.35500,4.695,-0.609
5.36000,4.689,-0.582
5.36500,4.683,-0.555
5.37000,4.676,-0.528
5.37500,4.670,-0.500
5.38000,4.664,-0.472
5.38500,4.657,-0.444
5.39000,4.651,-0.416
5.39500,4.644,-0.387
5.40000,4.638,-0.359
5.40500,4.631,-0.330
5.41000,4.625,-0.301
5.41500,4.618,-0.272
5.42000,4.612,-0.243
5.42500,4.605,-0.214
5.43000,4.599,-0.184
5.43500,4.592,-0.155
5.44000,4.585,-0.125
5.44500,4.579,-0.096
5.45000,4.572,-0.066
5.45500,4.566,-0.036
5.46000,4.559,-0.006
5.46500,4.552,0.023
5.47000,4.546,0.053
5.47500,4.539,0.083
5.48000,4.533,0.113
5.48500,4.527,0.143
5.49000,4.520,0.172
5.49500,4.514,0.202
5.50000,4.507,0.232
5.50500,4.501,0.261
5.51000,4.495,0.291
5.51500,4.488,0.320
5.52000,4.482,0.350
5.52500,4.476,0.379
5.53000,4.470,0.408
5.53500,4.464,0.437
5.54000,4.458,0.465
5.54500,4.452,0.494
5.55000,4.446,0.522
5.55500,4.441,0.551
5.56000,4.436,0.579
5.56500,4.431,0.607
5.57000,4.426,0.634
5.57500,4.421,0.661
5.58000,4.416,0.689
5.58500,4.411,0.715
5.59000,4.406,0.742
5.59500,4.401,0.768
5.60000,4.396,0.794
5.60500,4.391,0.820
5.61000,4.388,0.845
5.61500,4.383,0.870
5.62000,4.379,0.895
5.62500,4.375,0.919
5.63000,4.372,0.943
5.63500,4.368,0.967
5.64000,4.365,0.990
5.64500,4.361,1.013
5.65000,4.358,1.035
5.65500,4.355,1.057
5.66000,4.352,1.079
5.66500,4.349,1.100
5.67000,4.346,1.121
5.67500,4.343,1.141
5.68000,4.341,1.161
5.68500,4.338,1.180
5.69000,4.337,1.199
5.69500,4.334,1.217
5.70000,4.332,1.235
5.70500,4.331,1.252
5.71000,4.329,1.269
5.71500,4.327,1.285
5.72000,4.326,1.301
5.72500,4.325,1.316
5.73000,4.324,1.330
5.73500,4.323,1.345
5.74000,4.322,1.358
5.74500,4.322,1.371
5.75000,4.321,1.383
5.75500,4.321,1.395
5.76000,4.321,1.406
5.76500,4.321,1.417
5.77000,4.321,1.427
5.77500,4.321,1.436
5.78000,4.321,1.445
5.78500,4.321,1.453
5.79000,4.322,1.460
5.79500,4.322,1.467
5.80000,4.324,1.473
5.80500,4.325,1.479
5.81000,4.326,1.484
5.81500,4.327,1.488
5.82000,4.329,1.492
5.82500,4.330,1.495
5.83000,4.331,1.497
5.83500,4.332,1.499
5.84000,4.333,1.500
5.84500,4.335,1.500
5.85000,4.337,1.500
5.85500,4.339,1.499
5.86000,4.341,1.497
5.86500,4.343,1.495
5.87000,4.344,1.492
5.87500,4.347,1.488
5.88000,4.349,1.484
5.88500,4.351,1.479
5.89000,4.353,1.473
5.89500,4.355,1.467
5.90000,4.358,1.460
5.90500,4.360,1.452
5.91000,4.363,1.444
5.91500,4.365,1.435
5.92000,4.368,1.425
5.92500,4.371,1.415
5.93000,4.374,1.404
5.93500,4.376,1.392
5.94000,4.380,1.380
5.94500,4.383,1.367
5.95000,4.386,1.354
5.95500,4.389,1.340
5.96000,4.392,1.325
5.96500,4.395,1.310
5.97000,4.399,1.294
5.97500,4.402,1.277
5.98000,4.406,1.260
5.98500,4.409,1.242
5.99000,4.413,1.224
5.99500,4.416,1.205
6.00000,4.420,1.185
6.00500,4.424,1.165
6.01000,4.427,1.145
6.01500,4.432,1.123
6.02000,4.436,1.102
6.02500,4.439,1.079
6.03000,4.443,1.057
6.03500,4.447,1.033
6.04000,4.452,1.010
6.04500,4.455,0.985
6.05000,4.460,0.961
6.05500,4.464,0.935
6.06000,4.468,0.910
6.06500,4.472,0.884
6.07000,4.477,0.857
6.07500,4.482,0.830
6.08000,4.486,0.803
6.08500,4.490,0.775
6.09000,4.495,0.747
6.09500,4.500,0.718
6.10000,4.504,0.689
6.10500,4.508,0.660
6.11000,4.513,0.631
6.11500,4.518,0.601
6.12000,4.522,0.571
6.12500,4.527,0.540
6.13000,4.531,0.509
6.13500,4.536,0.478
6.14000,4.540,0.447
6.14500,4.545,0.415
6.15000,4.549,0.384
6.15500,4.554,0.352
6.16000,4.559,0.319
6.16500,4.563,0.287
6.17000,4.568,0.255
6.17500,4.572,0.222
6.18000,4.577,0.189
6.18500,4.582,0.156
6.19000,4.586,0.123
6.19500,4.590,0.090
6.20000,4.595,0.057
6.20500,4.599,0.024
6.21000,4.604,-0.009
6.21500,4.608,-0.043
6.22000,4.612,-0.076
6.22500,4.617,-0.109
6.23000,4.621,-0.142
6.23500,4.625,-0.176
6.24000,4.630,-0.209
6.24500,4.634,-0.242
6.25000,4.638,-0.275
6.25500,4.642,-0.307
6.26000,4.646,-0.340
6.26500,4.650,-0.373
6.27000,4.654,-0.405
6.27500,4.658,-0.437
6.28000,4.662,-0.469
6.28500,4.666,-0.501
6.29000,4.669,-0.532
6.29500,4.673,-0.564
6.30000,4.677,-0.595
6.30500,4.681,-0.625
6.31000,4.684,-0.656
6.31500,4.688,-0.686
6.32000,4.690,-0.716
6.32500,4.692,-0.745
6.33000,4.694,-0.775
6.33500,4.696,-0.803
6.34000,4.698,-0.832
6.34500,4.701,-0.860
6.35000,4.704,-0.887
6.35500,4.706,-0.914
6.36000,4.709,-0.941
6.36500,4.712,-0.967
6.37000,4.714,-0.993
6.37500,4.716,-1.018
6.38000,4.718,-1.043
6.38500,4.719,-1.067
6.39000,4.720,-1.091
6.39500,4.720,-1.114
6.40000,4.721,-1.136
6.40500,4.722,-1.158
6.41000,4.722,-1.180
6.41500,4.722,-1.200
6.42000,4.723,-1.221
6.42500,4.723,-1.240
6.43000,4.724,-1.259
6.43500,4.724,-1.277
6.44000,4.724,-1.295
6.44500,4.724,-1.312
6.45000,4.724,-1.328
6.45500,4.724,-1.344
6.46000,4.724,-1.359
6.46500,4.723,-1.373
6.47000,4.722,-1.387
6.47500,4.722,-1.399
6.48000,4.720,-1.411
6.48500,4.719,-1.423
6.49000,4.718,-1.433
6.49500,4.717,-1.443
6.50000,4.715,-1.452
6.50500,4.714,-1.460
6.51000,4.713,-1.468
6.51500,4.712,-1.475
6.52000,4.710,-1.481
6.52500,4.709,-1.486
6.53000,4.707,-1.490
6.53500,4.705,-1.494
6.54000,4.703,-1.496
6.54500,4.701,-1.498
6.55000,4.699,-1.500
6.55500,4.697,-1.500
6.56000,4.695,-1.500
6.56500,4.693,-1.498
6.57000,4.691,-1.496
6.57500,4.688,-1.493
6.58000,4.686,-1.490
6.58500,4.683,-1.485
6.59000,4.681,-1.480
6.59500,4.678,-1.474
6.60000,4.675,-1.467
6.60500,4.672,-1.459
6.61000,4.669,-1.451
6.61500,4.666,-1.441
6.62000,4.663,-1.431
6.62500,4.660,-1.420
6.63000,4.657,-1.408
6.63500,4.653,-1.396
6.64000,4.650,-1.383
6.64500,4.647,-1.369
6.65000,4.643,-1.354
6.65500,4.639,-1.338
6.66000,4.636,-1.322
6.66500,4.632,-1.305
6.67000,4.628,-1.287
6.67500,4.625,-1.269
6.68000,4.621,-1.249
6.68500,4.617,-1.229
6.69000,4.613,-1.209
6.69500,4.608,-1.187
6.70000,4.604,-1.165
6.70500,4.600,-1.143
6.71000,4.596,-1.119
6.71500,4.591,-1.095
6.72000,4.587,-1.071
6.72500,4.582,-1.046
6.73000,4.578,-1.020
6.73500,4.573,-0.993
6.74000,4.569,-0.966
6.74500,4.564,-0.939
6.75000,4.559,-0.911
6.75500,4.554,-0.882
6.76000,4.549,-0.853
6.76500,4.545,-0.823
6.77000,4.540,-0.793
6.77500,4.535,-0.762
6.78000,4.530,-0.731
6.78500,4.525,-0.700
6.79000,4.521,-0.668
6.79500,4.516,-0.635
6.80000,4.511,-0.603
6.80500,4.506,-0.570
6.81000,4.501,-0.536
6.81500,4.496,-0.502
6.82000,4.491,-0.468
6.82500,4.486,-0.434
6.83000,4.481,-0.399
6.83500,4.476,-0.364
6.84000,4.471,-0.329
6.84500,4.466,-0.294
6.85000,4.461,-0.258
6.85500,4.456,-0.222
6.86000,4.450,-0.187
6.86500,4.446,-0.151
6.87000,4.441,-0.114
6.87500,4.436,-0.078
6.88000,4.431,-0.042
6.88500,4.426,-0.006
6.89000,4.421,0.031
6.89500,4.416,0.067
6.90000,4.411,0.103
6.90500,4.407,0.140
6.91000,4.402,0.176
6.91500,4.397,0.212
6.92000,4.392,0.248
6.92500,4.387,0.284
6.93000,4.382,0.320
6.93500,4.378,0.356
6.94000,4.373,0.391
6.94500,4.368,0.426
6.95000,4.363,0.461
6.95500,4.358,0.496
6.96000,4.354,0.530
6.96500,4.350,0.565
6.97000,4.345,0.598
6.97500,4.341,0.632
6.98000,4.337,0.665
6.98500,4.333,0.698
6.99000,4.329,0.730
6.99500,4.325,0.762
7.00000,4.322,0.794
7.00500,4.319,0.825
7.01000,4.317,0.855
7.01500,4.313,0.885
7.02000,4.309,0.915
7.02500,4.306,0.944
7.03000,4.303,0.973
7.03500,4.299,1.000
7.04000,4.296,1.028
7.04500,4.294,1.054
7.05000,4.291,1.080
7.05500,4.289,1.106
7.06000,4.287,1.131
7.06500,4.286,1.155
7.07000,4.284,1.178
7.07500,4.282,1.201
7.08000,4.281,1.223
7.08500,4.280,1.244
7.09000,4.278,1.264
7.09500,4.277,1.284
7.10000,4.276,1.303
7.10500,4.275,1.321
7.11000,4.274,1.338
7.11500,4.274,1.355
7.12000,4.273,1.370
7.12500,4.273,1.385
7.13000,4.273,1.399
7.13500,4.273,1.412
7.14000,4.273,1.424
7.14500,4.273,1.436
7.15000,4.274,1.446
7.15500,4.274,1.456
7.16000,4.274,1.464
7.16500,4.275,1.472
7.17000,4.276,1.479
7.17500,4.277,1.485
7.18000,4.278,1.490
7.18500,4.279,1.494
7.19000,4.281,1.497
7.19500,4.282,1.499
7.20000,4.284,1.500
7.20500,4.285,1.500
7.21000,4.286,1.499
7.21500,4.288,1.497
7.22000,4.289,1.495
7.22500,4.291,1.491
7.23000,4.293,1.487
7.23500,4.295,1.481
7.24000,4.297,1.475
7.24500,4.299,1.467
7.25000,4.301,1.459
7.25500,4.304,1.449
7.26000,4.306,1.439
7.26500,4.308,1.428
7.27000,4.310,1.416
7.27500,4.313,1.403
7.28000,4.315,1.389
7.28500,4.318,1.374
7.29000,4.320,1.358
7.29500,4.323,1.341
7.30000,4.326,1.324
7.30500,4.329,1.306
7.31000,4.332,1.286
7.31500,4.335,1.266
7.32000,4.338,1.245
7.32500,4.341,1.223
7.33000,4.344,1.201
7.33500,4.347,1.177
7.34000,4.350,1.153
7.34500,4.353,1.128
7.35000,4.357,1.102
7.35500,4.360,1.076
7.36000,4.364,1.049
7.36500,4.367,1.021
7.37000,4.371,0.992
7.37500,4.374,0.963
7.38000,4.378,0.933
7.38500,4.381,0.903
7.39000,4.385,0.871
7.39500,4.389,0.840
7.40000,4.393,0.807
7.40500,4.397,0.774
7.41000,4.400,0.741
7.41500,4.404,0.707
7.42000,4.408,0.673
7.42500,4.412,0.638
7.43000,4.416,0.602
7.43500,4.419,0.567
7.44000,4.424,0.530
7.44500,4.427,0.494
7.45000,4.431,0.457
7.45500,4.435,0.420
7.46000,4.439,0.382
7.46500,4.443,0.344
7.47000,4.447,0.306
7.47500,4.451,0.268
7.48000,4.455,0.229
7.48500,4.459,0.191
7.49000,4.462,0.152
7.49500,4.466,0.113
7.50000,4.470,0.074
7.50500,4.474,0.034
7.51000,4.478,-0.005
7.51500,4.482,-0.044
7.52000,4.486,-0.083
7.52500,4.490,-0.122
7.53000,4.493,-0.162
7.53500,4.497,-0.201
7.54000,4.501,-0.239
7.54500,4.505,-0.278
7.55000,4.508,-0.317
7.55500,4.512,-0.355
7.56000,4.516,-0.393
7.56500,4.519,-0.431
7.57000,4.523,-0.469
7.57500,4.527,-0.506
7.58000,4.530,-0.543
7.58500,4.534,-0.580
7.59000,4.537,-0.616
7.59500,4.541,-0.652
7.60000,4.544,-0.688
7.60500,4.547,-0.723
7.61000,4.551,-0.757
7.61500,4.554,-0.791
7.62000,4.557,-0.825
7.62500,4.559,-0.858
7.63000,4.561,-0.890
7.63500,4.564,-0.922
7.64000,4.566,-0.953
7.64500,4.568,-0.983
7.65000,4.570,-1.013
7.65500,4.572,-1.042
7.66000,4.574,-1.070
7.66500,4.577,-1.098
7.67000,4.579,-1.125
7.67500,4.580,-1.151
7.68000,4.582,-1.176
7.68500,4.583,-1.200
7.69000,4.584,-1.224
7.69500,4.584,-1.247
7.70000,4.585,-1.268
7.70500,4.585,-1.289
7.71000,4.586,-1.309
7.71500,4.586,-1.329
7.72000,4.586,-1.347
7.72500,4.586,-1.364
7.73000,4.586,-1.380
7.73500,4.586,-1.395
7.74000,4.586,-1.410
7.74500,4.586,-1.423
7.75000,4.585,-1.435
7.75500,4.585,-1.446
7.76000,4.584,-1.457
7.76500,4.583,-1.466
7.77000,4.582,-1.474
7.77500,4.581,-1.481
7.78000,4.580,-1.487
7.78500,4.578,-1.492
7.79000,4.577,-1.495
7.79500,4.575,-1.498
7.80000,4.573,-1.500
7.80500,4.572,-1.500
7.81000,4.570,-1.499
7.81500,4.569,-1.498
7.82000,4.567,-1.495
7.82500,4.565,-1.491
7.83000,4.563,-1.486
7.83500,4.561,-1.480
7.84000,4.558,-1.473
7.84500,4.556,-1.464
7.85000,4.554,-1.455
7.85500,4.551,-1.445
7.86000,4.549,-1.433
7.86500,4.546,-1.420
7.87000,4.544,-1.407
7.87500,4.541,-1.392
7.88000,4.538,-1.376
7.88500,4.535,-1.359
7.89000,4.533,-1.342
7.89500,4.529,-1.323
7.90000,4.526,-1.303
7.90500,4.523,-1.282
7.91000,4.520,-1.260
7.91500,4.517,-1.238
7.92000,4.513,-1.214
7.92500,4.510,-1.189
7.93000,4.507,-1.164
7.93500,4.503,-1.138
7.94000,4.500,-1.110
7.94500,4.496,-1.082
7.95000,4.493,-1.053
7.95500,4.489,-1.023
7.96000,4.485,-0.993
7.96500,4.482,-0.961
7.97000,4.477,-0.929
7.97500,4.474,-0.897
7.98000,4.470,-0.863
7.98500,4.466,-0.829
7.99000,4.462,-0.794
7.99500,4.458,-0.759
8.00000,4.455,-0.723
8.00500,4.450,-0.686
8.01000,4.446,-0.649
8.01500,4.442,-0.611
8.02000,4.438,-0.573
8.02500,4.434,-0.534
8.03000,4.430,-0.495
8.03500,4.426,-0.456
8.04000,4.422,-0.416
8.04500,4.418,-0.376
8.05000,4.414,-0.335
8.05500,4.410,-0.295
8.06000,4.406,-0.253
8.06500,4.401,-0.212
8.07000,4.398,-0.171
8.07500,4.393,-0.129
8.08000,4.389,-0.087
8.08500,4.385,-0.046
8.09000,4.381,-0.004
8.09500,4.377,0.038
8.10000,4.373,0.080
8.10500,4.369,0.122
8.11000,4.365,0.164
8.11500,4.360,0.205
8.12000,4.356,0.247
8.12500,4.353,0.288
8.13000,4.348,0.329
8.13500,4.344,0.370
8.14000,4.340,0.411
8.14500,4.336,0.451
8.15000,4.332,0.491
8.15500,4.329,0.531
8.16000,4.325,0.570
8.16500,4.320,0.609
8.17000,4.317,0.647
8.17500,4.313,0.685
8.18000,4.309,0.722
8.18500,4.306,0.759
8.19000,4.302,0.795
8.19500,4.299,0.831
8.20000,4.296,0.866
8.20500,4.293,0.900
8.21000,4.290,0.934
8.21500,4.287,0.967
8.22000,4.285,0.999
8.22500,4.282,1.030
8.23000,4.280,1.061
8.23500,4.277,1.090
8.24000,4.275,1.119
8.24500,4.273,1.147
8.25000,4.270,1.174
8.25500,4.268,1.200
8.26000,4.267,1.225
8.26500,4.265,1.249
8.27000,4.264,1.272
8.27500,4.263,1.294
8.28000,4.262,1.315
8.28500,4.261,1.335
8.29000,4.261,1.354
8.29500,4.260,1.372
8.30000,4.259,1.389
8.30500,4.259,1.405
8.31000,4.258,1.419
8.31500,4.258,1.432
8.32000,4.258,1.445
8.32500,4.258,1.456
8.33000,4.258,1.465
8.33500,4.258,1.474
8.34000,4.258,1.481
8.34500,4.259,1.487
8.35000,4.259,1.492
8.35500,4.259,1.496
8.36000,4.260,1.499
8.36500,4.261,1.500
8.37000,4.262,1.500
8.37500,4.263,1.499
8.38000,4.263,1.496
8.38500,4.264,1.492
8.39000,4.266,1.487
8.39500,4.267,1.481
8.40000,4.268,1.474
8.40500,4.269,1.465
8.41000,4.271,1.455
8.41500,4.272,1.444
8.42000,4.273,1.432
8.42500,4.274,1.418
8.43000,4.276,1.403
8.43500,4.278,1.388
8.44000,4.279,1.370
8.44500,4.281,1.352
8.45000,4.283,1.333
8.45500,4.285,1.312
8.46000,4.287,1.291
8.46500,4.289,1.268
8.47000,4.291,1.244
8.47500,4.293,1.219
8.48000,4.295,1.193
8.48500,4.297,1.166
8.49000,4.300,1.138
8.49500,4.302,1.109
8.50000,4.304,1.079
8.50500,4.307,1.048
8.51000,4.309,1.017
8.51500,4.312,0.984
8.52000,4.315,0.950
8.52500,4.317,0.916
8.53000,4.320,0.881
8.53500,4.322,0.845
8.54000,4.325,0.808
8.54500,4.327,0.771
8.55000,4.330,0.733
8.55500,4.333,0.694
8.56000,4.336,0.655
8.56500,4.339,0.615
8.57000,4.342,0.575
8.57500,4.345,0.534
8.58000,4.348,0.492
8.58500,4.350,0.450
8.59000,4.353,0.408
8.59500,4.356,0.365
8.60000,4.359,0.322
8.60500,4.362,0.279
8.61000,4.365,0.235
8.61500,4.368,0.191
8.62000,4.371,0.147
8.62500,4.374,0.103
8.63000,4.376,0.059
8.63500,4.380,0.015
8.64000,4.383,-0.030
8.64500,4.385,-0.074
8.65000,4.388,-0.119
8.65500,4.391,-0.163
8.66000,4.394,-0.207
8.66500,4.397,-0.251
8.67000,4.400,-0.295
8.67500,4.403,-0.338
8.68000,4.405,-0.382
8.68500,4.408,-0.425
8.69000,4.411,-0.467
8.69500,4.413,-0.509
8.70000,4.416,-0.551
8.70500,4.418,-0.593
8.71000,4.421,-0.633
8.71500,4.424,-0.674
8.72000,4.426,-0.713
8.72500,4.429,-0.752
8.73000,4.431,-0.791
8.73500,4.434,-0.829
8.74000,4.436,-0.866
8.74500,4.438,-0.902
8.75000,4.440,-0.937
8.75500,4.443,-0.972
8.76000,4.445,-1.006
8.76500,4.445,-1.039
8.77000,4.446,-1.071
8.77500,4.447,-1.102
8.78000,4.448,-1.132
8.78500,4.449,-1.161
8.79000,4.450,-1.189
8.79500,4.452,-1.216
8.80000,4.453,-1.242
8.80500,4.454,-1.266
8.81000,4.455,-1.290
8.81500,4.455,-1.313
8.82000,4.456,-1.334
8.82500,4.456,-1.354
8.83000,4.456,-1.373
8.83500,4.456,-1.390
8.84000,4.456,-1.407
8.84500,4.456,-1.422
8.85000,4.455,-1.436
8.85500,4.455,-1.448
8.86000,4.455,-1.459
8.86500,4.455,-1.469
8.87000,4.454,-1.478
8.87500,4.454,-1.485
8.88000,4.452,-1.491
8.88500,4.451,-1.495
8.89000,4.450,-1.498
8.89500,4.449,-1.500
8.90000,4.448,-1.500
8.90500,4.447,-1.499
8.91000,4.445,-1.496
8.91500,4.444,-1.492
8.92000,4.443,-1.487
8.92500,4.442,-1.480
8.93000,4.440,-1.472
8.93500,4.439,-1.463
8.94000,4.437,-1.452
8.94500,4.435,-1.440
8.95000,4.432,-1.427
8.95500,4.430,-1.412
8.96000,4.428,-1.396
8.96500,4.426,-1.378
8.97000,4.424,-1.359
8.97500,4.422,-1.339
8.98000,4.420,-1.318
8.98500,4.417,-1.295
8.99000,4.415,-1.272
8.99500,4.412,-1.247
9.00000,4.410,-1.220
9.00500,4.407,-1.193
9.01000,4.404,-1.165
9.01500,4.401,-1.135
9.02000,4.398,-1.104
9.02500,4.395,-1.072
9.03000,4.393,-1.040
9.03500,4.390,-1.006
9.04000,4.387,-0.971
9.04500,4.384,-0.935
9.05000,4.381,-0.899
9.05500,4.377,-0.861
9.06000,4.374,-0.823
9.06500,4.371,-0.784
9.07000,4.368,-0.744
9.07500,4.364,-0.703
9.08000,4.361,-0.662
9.08500,4.358,-0.620
9.09000,4.354,-0.577
9.09500,4.351,-0.534
9.10000,4.348,-0.490
9.10500,4.344,-0.446
9.11000,4.341,-0.402
9.11500,4.337,-0.357
9.12000,4.334,-0.311
9.12500,4.330,-0.265
9.13000,4.327,-0.219
9.13500,4.324,-0.173
9.14000,4.320,-0.127
9.14500,4.317,-0.080
9.15000,4.313,-0.033
9.15500,4.310,0.014
9.16000,4.306,0.060
9.16500,4.303,0.107
9.17000,4.299,0.154
9.17500,4.296,0.200
9.18000,4.292,0.247
9.18500,4.289,0.293
9.19000,4.285,0.339
9.19500,4.282,0.384
9.20000,4.279,0.429
9.20500,4.275,0.474
9.21000,4.272,0.519
9.21500,4.268,0.562
9.22000,4.265,0.606
9.22500,4.262,0.648
9.23000,4.258,0.691
9.23500,4.255,0.732
9.24000,4.252,0.773
9.24500,4.249,0.813
9.25000,4.246,0.852
9.25500,4.244,0.891
9.26000,4.241,0.928
9.26500,4.238,0.965
9.27000,4.236,1.001
9.27500,4.234,1.035
9.28000,4.231,1.069
9.28500,4.230,1.102
9.29000,4.228,1.133
9.29500,4.226,1.164
9.30000,4.224,1.193
9.30500,4.223,1.221
9.31000,4.221,1.248
9.31500,4.220,1.274
9.32000,4.219,1.298
9.32500,4.218,1.322
9.33000,4.218,1.343
9.33500,4.217,1.364
9.34000,4.217,1.383
9.34500,4.217,1.401
9.35000,4.217,1.417
9.35500,4.217,1.432
9.36000,4.217,1.446
9.36500,4.217,1.458
9.37000,4.217,1.468
9.37500,4.217,1.477
9.38000,4.217,1.485
9.38500,4.218,1.491
9.39000,4.219,1.495
9.39500,4.220,1.498
9.40000,4.221,1.500
9.40500,4.222,1.500
9.41000,4.223,1.498
9.41500,4.225,1.495
9.42000,4.226,1.491
9.42500,4.227,1.484
9.43000,4.228,1.477
9.43500,4.230,1.468
9.44000,4.231,1.457
9.44500,4.233,1.445
9.45000,4.235,1.431
9.45500,4.237,1.416
9.46000,4.238,1.399
9.46500,4.240,1.381
9.47000,4.242,1.361
9.47500,4.244,1.340
9.48000,4.246,1.318
9.48500,4.248,1.294
9.49000,4.251,1.269
9.49500,4.253,1.243
9.50000,4.255,1.215
9.50500,4.258,1.186
9.51000,4.260,1.156
9.51500,4.263,1.125
9.52000,4.265,1.092
9.52500,4.268,1.058
9.53000,4.270,1.023
9.53500,4.273,0.987
9.54000,4.275,0.950
9.54500,4.278,0.912
9.55000,4.281,0.873
9.55500,4.283,0.833
9.56000,4.286,0.792
9.56500,4.289,0.751
9.57000,4.292,0.708
9.57500,4.295,0.665
9.58000,4.298,0.621
9.58500,4.301,0.576
9.59000,4.304,0.531
9.59500,4.307,0.485
9.60000,4.310,0.438
9.60500,4.313,0.391
9.61000,4.316,0.344
9.61500,4.319,0.296
9.62000,4.322,0.248
9.62500,4.325,0.200
9.63000,4.328,0.151
9.63500,4.330,0.102
9.64000,4.333,0.054
9.64500,4.337,0.005
9.65000,4.339,-0.044
9.65500,4.342,-0.094
9.66000,4.345,-0.142
9.66500,4.348,-0.191
9.67000,4.352,-0.240
9.67500,4.354,-0.288
9.68000,4.357,-0.336
9.68500,4.360,-0.384
9.69000,4.363,-0.431
9.69500,4.366,-0.478
9.70000,4.368,-0.525
9.70500,4.371,-0.571
9.71000,4.374,-0.616
9.71500,4.376,-0.661
9.72000,4.379,-0.705
9.72500,4.382,-0.748
9.73000,4.385,-0.790
9.73500,4.387,-0.832
9.74000,4.389,-0.872
9.74500,4.392,-0.912
9.75000,4.395,-0.951
9.75500,4.397,-0.989
9.76000,4.399,-1.026
9.76500,4.401,-1.061
9.77000,4.401,-1.096
9.77500,4.402,-1.129
9.78000,4.403,-1.161
9.78500,4.404,-1.192
9.79000,4.405,-1.221
9.79500,4.406,-1.249
9.80000,4.408,-1.276
9.80500,4.409,-1.302
9.81000,4.411,-1.326
9.81500,4.412,-1.348
9.82000,4.412,-1.369
9.82500,4.412,-1.389
9.83000,4.412,-1.407
9.83500,4.412,-1.423
9.84000,4.412,-1.438
9.84500,4.412,-1.452
9.85000,4.411,-1.464
9.85500,4.411,-1.474
9.86000,4.411,-1.482
9.86500,4.411,-1.489
9.87000,4.410,-1.494
9.87500,4.409,-1.498
9.88000,4.408,-1.500
9.88500,4.407,-1.500
9.89000,4.406,-1.498
9.89500,4.404,-1.495
9.90000,4.403,-1.490
9.90500,4.402,-1.484
9.91000,4.400,-1.476
9.91500,4.399,-1.466
9.92000,4.397,-1.454
9.92500,4.396,-1.441
9.93000,4.394,-1.427
9.93500,4.393,-1.410
9.94000,4.391,-1.392
9.94500,4.389,-1.373
9.95000,4.387,-1.352
9.95500,4.385,-1.329
9.96000,4.382,-1.305
9.96500,4.380,-1.279
9.97000,4.378,-1.252
9.97500,4.375,-1.224
9.98000,4.373,-1.194
9.98500,4.370,-1.162
9.99000,4.368,-1.130
9.99500,4.365,-1.096
10.00000,4.363,-1.061
10.00500,4.360,-1.024
10.01000,4.358,-0.987
10.01500,4.355,-0.948
10.02000,4.352,-0.908
10.02500,4.348,-0.867
10.03000,4.345,-0.825
10.03500,4.343,-0.782
10.04000,4.340,-0.738
10.04500,4.337,-0.694
10.05000,4.334,-0.648
10.05500,4.331,-0.602
10.06000,4.328,-0.555
10.06500,4.325,-0.507
10.07000,4.322,-0.459
10.07500,4.319,-0.410
10.08000,4.315,-0.361
10.08500,4.312,-0.311
10.09000,4.309,-0.261
10.09500,4.306,-0.211
10.10000,4.303,-0.160
10.10500,4.300,-0.109
10.11000,4.296,-0.058
10.11500,4.293,-0.007
10.12000,4.290,0.044
10.12500,4.287,0.095
10.13000,4.284,0.147
10.13500,4.281,0.197
10.14000,4.277,0.248
10.14500,4.274,0.299
10.15000,4.271,0.349
10.15500,4.268,0.399
10.16000,4.264,0.448
10.16500,4.262,0.497
10.17000,4.258,0.545
10.17500,4.255,0.592
10.18000,4.252,0.639
10.18500,4.249,0.686
10.19000,4.246,0.731
10.19500,4.243,0.776
10.20000,4.240,0.819
10.20500,4.237,0.862
10.21000,4.234,0.904
10.21500,4.231,0.944
10.22000,4.229,0.984
10.22500,4.227,1.022
10.23000,4.225,1.060
10.23500,4.222,1.095
10.24000,4.220,1.130
10.24500,4.218,1.164
10.25000,4.217,1.196
10.25500,4.216,1.226
10.26000,4.214,1.255
10.26500,4.212,1.283
10.27000,4.211,1.309
10.27500,4.210,1.334
10.28000,4.208,1.357
10.28500,4.208,1.378
10.29000,4.207,1.398
10.29500,4.207,1.416
10.30000,4.207,1.432
10.30500,4.207,1.447
10.31000,4.207,1.460
10.31500,4.207,1.471
10.32000,4.207,1.480
10.32500,4.207,1.488
10.33000,4.207,1.493
10.33500,4.207,1.497
10.34000,4.208,1.500
10.34500,4.208,1.500
10.35000,4.210,1.498
10.35500,4.210,1.495
10.36000,4.212,1.490
10.36500,4.213,1.483
10.37000,4.214,1.474
10.37500,4.215,1.464
10.38000,4.217,1.452
10.38500,4.218,1.438
10.39000,4.220,1.422
10.39500,4.221,1.404
10.40000,4.223,1.385
10.40500,4.225,1.364
10.41000,4.226,1.341
10.41500,4.228,1.317
10.42000,4.230,1.291
10.42500,4.232,1.263
10.43000,4.234,1.234
10.43500,4.236,1.203
10.44000,4.238,1.171
10.44500,4.240,1.137
10.45000,4.242,1.102
10.45500,4.244,1.066
10.46000,4.246,1.028
10.46500,4.249,0.989
10.47000,4.251,0.949
10.47500,4.254,0.907
10.48000,4.256,0.865
10.48500,4.259,0.821
10.49000,4.261,0.776
10.49500,4.264,0.730
10.50000,4.266,0.684
10.50500,4.269,0.636
10.51000,4.271,0.588
10.51500,4.274,0.539
10.52000,4.277,0.489
10.52500,4.279,0.438
10.53000,4.282,0.387
