time_s,position_rad,torque_Nm
0.12000,3.815,0.120
0.12500,3.815,0.125
0.13000,3.815,0.130
0.13500,3.815,0.135
0.14000,3.815,0.141
0.14500,3.815,0.146
0.15000,3.815,0.151
0.15500,3.815,0.157
0.16000,3.815,0.162
0.16500,3.815,0.168
0.17000,3.815,0.173
0.17500,3.815,0.179
0.18000,3.815,0.184
0.18500,3.815,0.190
0.19000,3.815,0.195
0.19500,3.815,0.201
0.20000,3.815,0.206
0.20500,3.815,0.212
0.21000,3.815,0.217
0.21500,3.815,0.223
0.22000,3.815,0.229
0.22500,3.815,0.234
0.23000,3.815,0.240
0.23500,3.815,0.246
0.24000,3.815,0.251
0.24500,3.815,0.257
0.25000,3.815,0.263
0.25500,3.815,0.269
0.26000,3.815,0.275
0.26500,3.815,0.280
0.27000,3.815,0.286
0.27500,3.815,0.292
0.28000,3.815,0.298
0.28500,3.815,0.304
0.29000,3.815,0.310
0.29500,3.815,0.316
0.30000,3.815,0.322
0.30500,3.815,0.328
0.31000,3.815,0.334
0.31500,3.815,0.340
0.32000,3.815,0.346
0.32500,3.815,0.352
0.33000,3.815,0.358
0.33500,3.815,0.364
0.34000,3.815,0.370
0.34500,3.815,0.376
0.35000,3.815,0.382
0.35500,3.815,0.388
0.36000,3.815,0.394
0.36500,3.815,0.400
0.37000,3.815,0.406
0.37500,3.815,0.413
0.38000,3.815,0.419
0.38500,3.816,0.425
0.39000,3.816,0.431
0.39500,3.816,0.438
0.40000,3.816,0.444
0.40500,3.816,0.450
0.41000,3.817,0.456
0.41500,3.817,0.463
0.42000,3.817,0.469
0.42500,3.817,0.475
0.43000,3.817,0.482
0.43500,3.818,0.488
0.44000,3.818,0.494
0.44500,3.818,0.501
0.45000,3.818,0.507
0.45500,3.818,0.513
0.46000,3.818,0.520
0.46500,3.818,0.526
0.47000,3.819,0.533
0.47500,3.819,0.539
0.48000,3.819,0.545
0.48500,3.819,0.552
0.49000,3.820,0.558
0.49500,3.820,0.565
0.50000,3.820,0.571
0.50500,3.820,0.578
0.51000,3.820,0.584
0.51500,3.820,0.591
0.52000,3.820,0.597
0.52500,3.821,0.604
0.53000,3.821,0.610
0.53500,3.821,0.617
0.54000,3.821,0.623
0.54500,3.821,0.630
0.55000,3.821,0.637
0.55500,3.822,0.643
0.56000,3.822,0.650
0.56500,3.822,0.656
0.57000,3.822,0.663
0.57500,3.822,0.669
0.58000,3.822,0.676
0.58500,3.822,0.683
0.59000,3.822,0.689
0.59500,3.822,0.696
0.60000,3.822,0.702
0.60500,3.822,0.709
0.61000,3.822,0.716
0.61500,3.823,0.722
0.62000,3.823,0.729
0.62500,3.823,0.735
0.63000,3.823,0.742
0.63500,3.824,0.749
0.64000,3.824,0.755
0.64500,3.825,0.762
0.65000,3.825,0.768
0.65500,3.825,0.775
0.66000,3.825,0.782
0.66500,3.826,0.788
0.67000,3.826,0.795
0.67500,3.827,0.801
0.68000,3.827,0.808
0.68500,3.828,0.815
0.69000,3.828,0.821
0.69500,3.829,0.828
0.70000,3.830,0.834
0.70500,3.830,0.841
0.71000,3.831,0.848
0.71500,3.832,0.854
0.72000,3.832,0.861
0.72500,3.833,0.867
0.73000,3.834,0.874
0.73500,3.835,0.880
0.74000,3.836,0.887
0.74500,3.837,0.894
0.75000,3.838,0.900
0.75500,3.838,0.907
0.76000,3.839,0.913
0.76500,3.840,0.920
0.77000,3.841,0.926
0.77500,3.842,0.933
0.78000,3.843,0.939
0.78500,3.844,0.945
0.79000,3.846,0.952
0.79500,3.847,0.958
0.80000,3.848,0.965
0.80500,3.850,0.971
0.81000,3.851,0.978
0.81500,3.852,0.984
0.82000,3.853,0.990
0.82500,3.855,0.997
0.83000,3.856,1.003
0.83500,3.858,1.009
0.84000,3.859,1.016
0.84500,3.861,1.022
0.85000,3.863,1.028
0.85500,3.864,1.035
0.86000,3.866,1.041
0.86500,3.868,1.047
0.87000,3.869,1.053
0.87500,3.871,1.059
0.88000,3.873,1.066
0.88500,3.875,1.072
0.89000,3.877,1.078
0.89500,3.879,1.084
0.90000,3.881,1.090
0.90500,3.883,1.096
0.91000,3.885,1.102
0.91500,3.887,1.108
0.92000,3.890,1.114
0.92500,3.892,1.120
0.93000,3.894,1.126
0.93500,3.896,1.132
0.94000,3.899,1.138
0.94500,3.901,1.144
0.95000,3.904,1.150
0.95500,3.906,1.156
0.96000,3.909,1.161
0.96500,3.912,1.167
0.97000,3.914,1.173
0.97500,3.917,1.179
0.98000,3.920,1.184
0.98500,3.922,1.190
0.99000,3.925,1.195
0.99500,3.928,1.201
1.00000,3.931,1.207
1.00500,3.934,1.212
1.01000,3.937,1.218
1.01500,3.940,1.223
1.02000,3.943,1.228
1.02500,3.947,1.234
1.03000,3.950,1.239
1.03500,3.953,1.244
1.04000,3.956,1.250
1.04500,3.960,1.255
1.05000,3.963,1.260
1.05500,3.966,1.265
1.06000,3.970,1.270
1.06500,3.974,1.275
1.07000,3.977,1.281
1.07500,3.981,1.285
1.08000,3.985,1.290
1.08500,3.988,1.295
1.09000,3.993,1.300
1.09500,3.996,1.305
1.10000,4.001,1.310
1.10500,4.004,1.315
1.11000,4.009,1.319
1.11500,4.013,1.324
1.12000,4.017,1.329
1.12500,4.021,1.333
1.13000,4.026,1.338
1.13500,4.030,1.342
1.14000,4.034,1.346
1.14500,4.039,1.351
1.15000,4.043,1.355
1.15500,4.048,1.359
1.16000,4.052,1.364
1.16500,4.057,1.368
1.17000,4.062,1.372
1.17500,4.067,1.376
1.18000,4.072,1.380
1.18500,4.077,1.384
1.19000,4.082,1.388
1.19500,4.086,1.392
1.20000,4.092,1.395
1.20500,4.097,1.399
1.21000,4.102,1.403
1.21500,4.107,1.406
1.22000,4.113,1.410
1.22500,4.118,1.413
1.23000,4.124,1.417
1.23500,4.129,1.420
1.24000,4.134,1.424
1.24500,4.140,1.427
1.25000,4.146,1.430
1.25500,4.152,1.433
1.26000,4.157,1.436
1.26500,4.163,1.439
1.27000,4.169,1.442
1.27500,4.175,1.445
1.28000,4.182,1.448
1.28500,4.187,1.450
1.29000,4.194,1.453
1.29500,4.200,1.456
1.30000,4.206,1.458
1.30500,4.212,1.461
1.31000,4.218,1.463
1.31500,4.225,1.465
1.32000,4.231,1.468
1.32500,4.238,1.470
1.33000,4.244,1.472
1.33500,4.251,1.474
1.34000,4.257,1.476
1.34500,4.264,1.478
1.35000,4.270,1.480
1.35500,4.277,1.482
1.36000,4.284,1.483
1.36500,4.290,1.485
1.37000,4.297,1.486
1.37500,4.304,1.488
1.38000,4.310,1.489
1.38500,4.318,1.490
1.39000,4.324,1.492
1.39500,4.331,1.493
1.40000,4.338,1.494
1.40500,4.345,1.495
1.41000,4.352,1.496
1.41500,4.359,1.496
1.42000,4.366,1.497
1.42500,4.374,1.498
1.43000,4.381,1.498
1.43500,4.388,1.499
1.44000,4.396,1.499
1.44500,4.403,1.500
1.45000,4.411,1.500
1.45500,4.418,1.500
1.46000,4.426,1.500
1.46500,4.433,1.500
1.47000,4.441,1.500
1.47500,4.449,1.500
1.48000,4.457,1.499
1.48500,4.464,1.499
1.49000,4.472,1.498
1.49500,4.480,1.498
1.50000,4.489,1.497
1.50500,4.496,1.496
1.51000,4.505,1.496
1.51500,4.513,1.495
1.52000,4.521,1.494
1.52500,4.529,1.493
1.53000,4.538,1.491
1.53500,4.546,1.490
1.54000,4.555,1.489
1.54500,4.563,1.487
1.55000,4.572,1.486
1.55500,4.581,1.484
1.56000,4.589,1.482
1.56500,4.598,1.480
1.57000,4.607,1.478
1.57500,4.615,1.476
1.58000,4.624,1.474
1.58500,4.633,1.472
1.59000,4.641,1.469
1.59500,4.650,1.467
1.60000,4.659,1.464
1.60500,4.668,1.462
1.61000,4.676,1.459
1.61500,4.685,1.456
1.62000,4.694,1.453
1.62500,4.703,1.450
1.63000,4.712,1.447
1.63500,4.721,1.444
1.64000,4.730,1.440
1.64500,4.739,1.437
1.65000,4.748,1.433
1.65500,4.757,1.429
1.66000,4.766,1.426
1.66500,4.775,1.422
1.67000,4.784,1.418
1.67500,4.794,1.414
1.68000,4.803,1.409
1.68500,4.812,1.405
1.69000,4.822,1.401
1.69500,4.832,1.396
1.70000,4.841,1.392
1.70500,4.851,1.387
1.71000,4.860,1.382
1.71500,4.870,1.377
1.72000,4.880,1.372
1.72500,4.890,1.367
1.73000,4.900,1.362
1.73500,4.910,1.356
1.74000,4.919,1.351
1.74500,4.929,1.345
1.75000,4.939,1.340
1.75500,4.950,1.334
1.76000,4.960,1.328
1.76500,4.970,1.322
1.77000,4.980,1.316
1.77500,4.990,1.309
1.78000,5.000,1.303
1.78500,5.011,1.297
1.79000,5.021,1.290
1.79500,5.031,1.284
1.80000,5.041,1.277
1.80500,5.051,1.270
1.81000,5.061,1.263
1.81500,5.072,1.256
1.82000,5.082,1.249
1.82500,5.092,1.241
1.83000,5.102,1.234
1.83500,5.112,1.226
1.84000,5.122,1.219
1.84500,5.132,1.211
1.85000,5.142,1.203
1.85500,5.152,1.195
1.86000,5.163,1.187
1.86500,5.174,1.179
1.87000,5.184,1.171
1.87500,5.194,1.162
1.88000,5.204,1.154
1.88500,5.215,1.145
1.89000,5.226,1.137
1.89500,5.236,1.128
1.90000,5.246,1.119
1.90500,5.257,1.110
1.91000,5.267,1.101
1.91500,5.278,1.092
1.92000,5.289,1.082
1.92500,5.300,1.073
1.93000,5.310,1.063
1.93500,5.321,1.054
1.94000,5.332,1.044
1.94500,5.342,1.034
1.95000,5.354,1.024
1.95500,5.365,1.014
1.96000,5.375,1.004
1.96500,5.387,0.994
1.97000,5.397,0.984
1.97500,5.408,0.973
1.98000,5.418,0.963
1.98500,5.429,0.952
1.99000,5.439,0.941
1.99500,5.450,0.930
2.00000,5.460,0.919
2.00500,5.471,0.908
2.01000,5.482,0.897
2.01500,5.492,0.886
2.02000,5.502,0.875
2.02500,5.513,0.863
2.03000,5.523,0.852
2.03500,5.534,0.840
2.04000,5.544,0.828
2.04500,5.555,0.817
2.05000,5.565,0.805
2.05500,5.576,0.793
2.06000,5.586,0.781
2.06500,5.596,0.769
2.07000,5.606,0.756
2.07500,5.617,0.744
2.08000,5.627,0.732
2.08500,5.637,0.719
2.09000,5.648,0.707
2.09500,5.658,0.694
2.10000,5.668,0.681
2.10500,5.678,0.668
2.11000,5.689,0.655
2.11500,5.699,0.642
2.12000,5.709,0.629
2.12500,5.719,0.616
2.13000,5.729,0.603
2.13500,5.739,0.590
2.14000,5.749,0.576
2.14500,5.759,0.563
2.15000,5.769,0.549
2.15500,5.778,0.536
2.16000,5.788,0.522
2.16500,5.797,0.508
2.17000,5.807,0.494
2.17500,5.816,0.480
2.18000,5.825,0.466
2.18500,5.834,0.452
2.19000,5.843,0.438
2.19500,5.852,0.424
2.20000,5.861,0.410
2.20500,5.870,0.396
2.21000,5.879,0.381
2.21500,5.887,0.367
2.22000,5.895,0.352
2.22500,5.904,0.338
2.23000,5.912,0.323
2.23500,5.920,0.309
2.24000,5.929,0.294
2.24500,5.937,0.279
2.25000,5.945,0.264
2.25500,5.953,0.250
2.26000,5.961,0.235
2.26500,5.969,0.220
2.27000,5.976,0.205
2.27500,5.984,0.190
2.28000,5.991,0.175
2.28500,5.999,0.160
2.29000,6.006,0.144
2.29500,6.013,0.129
2.30000,6.020,0.114
2.30500,6.027,0.099
2.31000,6.034,0.084
2.31500,6.041,0.068
2.32000,6.048,0.053
2.32500,6.055,0.037
2.33000,6.062,0.022
2.33500,6.068,0.007
2.34000,6.075,-0.009
2.34500,6.081,-0.024
2.35000,6.087,-0.040
2.35500,6.094,-0.055
2.36000,6.099,-0.071
2.36500,6.106,-0.086
2.37000,6.111,-0.102
2.37500,6.117,-0.118
2.38000,6.123,-0.133
2.38500,6.128,-0.149
2.39000,6.134,-0.164
2.39500,6.139,-0.180
2.40000,6.144,-0.195
2.40500,6.149,-0.211
2.41000,6.154,-0.227
2.41500,6.159,-0.242
2.42000,6.164,-0.258
2.42500,6.169,-0.273
2.43000,6.174,-0.289
2.43500,6.178,-0.305
2.44000,6.182,-0.320
2.44500,6.187,-0.336
2.45000,6.190,-0.351
2.45500,6.195,-0.367
2.46000,6.198,-0.382
2.46500,6.202,-0.398
2.47000,6.206,-0.413
2.47500,6.210,-0.429
2.48000,6.212,-0.444
2.48500,6.214,-0.459
2.49000,6.215,-0.475
2.49500,6.218,-0.490
2.50000,6.220,-0.505
2.50500,6.223,-0.521
2.51000,6.226,-0.536
2.51500,6.228,-0.551
2.52000,6.231,-0.566
2.52500,6.234,-0.581
2.53000,6.236,-0.596
2.53500,6.237,-0.611
2.54000,6.239,-0.626
2.54500,6.240,-0.641
2.55000,6.241,-0.656
2.55500,6.242,-0.670
2.56000,6.243,-0.685
2.56500,6.244,-0.700
2.57000,6.244,-0.714
2.57500,6.245,-0.729
2.58000,6.245,-0.743
2.58500,6.246,-0.758
2.59000,6.246,-0.772
2.59500,6.246,-0.786
2.60000,6.246,-0.800
2.60500,6.246,-0.814
2.61000,6.246,-0.828
2.61500,6.246,-0.842
2.62000,6.245,-0.856
2.62500,6.245,-0.870
2.63000,6.244,-0.883
2.63500,6.244,-0.897
2.64000,6.243,-0.910
2.64500,6.242,-0.923
2.65000,6.241,-0.937
2.65500,6.239,-0.950
2.66000,6.239,-0.963
2.66500,6.238,-0.976
2.67000,6.236,-0.989
2.67500,6.235,-1.001
2.68000,6.234,-1.014
2.68500,6.232,-1.026
2.69000,6.231,-1.039
2.69500,6.229,-1.051
2.70000,6.228,-1.063
2.70500,6.226,-1.075
2.71000,6.225,-1.087
2.71500,6.223,-1.099
2.72000,6.221,-1.111
2.72500,6.219,-1.122
2.73000,6.217,-1.133
2.73500,6.215,-1.145
2.74000,6.213,-1.156
2.74500,6.211,-1.167
2.75000,6.209,-1.178
2.75500,6.206,-1.188
2.76000,6.204,-1.199
2.76500,6.202,-1.209
2.77000,6.199,-1.219
2.77500,6.197,-1.229
2.78000,6.194,-1.239
2.78500,6.191,-1.249
2.79000,6.189,-1.259
2.79500,6.186,-1.268
2.80000,6.183,-1.277
2.80500,6.180,-1.287
2.81000,6.177,-1.296
2.81500,6.174,-1.304
2.82000,6.170,-1.313
2.82500,6.167,-1.321
2.83000,6.164,-1.330
2.83500,6.161,-1.338
2.84000,6.157,-1.346
2.84500,6.154,-1.354
2.85000,6.150,-1.361
2.85500,6.146,-1.369
2.86000,6.143,-1.376
2.86500,6.139,-1.383
2.87000,6.135,-1.390
2.87500,6.131,-1.396
2.88000,6.127,-1.403
2.88500,6.123,-1.409
2.89000,6.118,-1.415
2.89500,6.114,-1.421
2.90000,6.110,-1.427
2.90500,6.106,-1.432
2.91000,6.101,-1.437
2.91500,6.097,-1.442
2.92000,6.092,-1.447
2.92500,6.088,-1.452
2.93000,6.083,-1.456
2.93500,6.078,-1.461
2.94000,6.073,-1.465
2.94500,6.068,-1.468
2.95000,6.063,-1.472
2.95500,6.058,-1.475
2.96000,6.053,-1.479
2.96500,6.048,-1.482
2.97000,6.042,-1.484
2.97500,6.037,-1.487
2.98000,6.032,-1.489
2.98500,6.026,-1.491
2.99000,6.020,-1.493
2.99500,6.015,-1.495
3.00000,6.009,-1.496
3.00500,6.004,-1.497
3.01000,5.998,-1.498
3.01500,5.992,-1.499
3.02000,5.986,-1.500
3.02500,5.980,-1.500
3.03000,5.974,-1.500
3.03500,5.968,-1.500
3.04000,5.962,-1.499
3.04500,5.955,-1.499
3.05000,5.949,-1.498
3.05500,5.943,-1.497
3.06000,5.937,-1.495
3.06500,5.930,-1.494
3.07000,5.923,-1.492
3.07500,5.917,-1.490
3.08000,5.910,-1.488
3.08500,5.903,-1.485
3.09000,5.896,-1.482
3.09500,5.889,-1.479
3.10000,5.882,-1.476
3.10500,5.876,-1.473
3.11000,5.869,-1.469
3.11500,5.861,-1.465
3.12000,5.854,-1.461
3.12500,5.847,-1.456
3.13000,5.839,-1.451
3.13500,5.832,-1.447
3.14000,5.825,-1.441
3.14500,5.817,-1.436
3.15000,5.809,-1.430
3.15500,5.802,-1.424
3.16000,5.794,-1.418
3.16500,5.786,-1.412
3.17000,5.778,-1.405
3.17500,5.770,-1.398
3.18000,5.762,-1.391
3.18500,5.754,-1.384
3.19000,5.746,-1.376
3.19500,5.737,-1.368
3.20000,5.729,-1.360
3.20500,5.721,-1.352
3.21000,5.713,-1.344
3.21500,5.704,-1.335
3.22000,5.695,-1.326
3.22500,5.686,-1.317
3.23000,5.678,-1.307
3.23500,5.670,-1.297
3.24000,5.661,-1.287
3.24500,5.652,-1.277
3.25000,5.644,-1.267
3.25500,5.635,-1.256
3.26000,5.626,-1.245
3.26500,5.617,-1.234
3.27000,5.608,-1.223
3.27500,5.599,-1.211
3.28000,5.591,-1.200
3.28500,5.582,-1.188
3.29000,5.573,-1.175
3.29500,5.564,-1.163
3.30000,5.555,-1.150
3.30500,5.546,-1.138
3.31000,5.537,-1.124
3.31500,5.528,-1.111
3.32000,5.519,-1.098
3.32500,5.510,-1.084
3.33000,5.501,-1.070
3.33500,5.492,-1.056
3.34000,5.482,-1.042
3.34500,5.473,-1.027
3.35000,5.464,-1.012
3.35500,5.454,-0.997
3.36000,5.445,-0.982
3.36500,5.436,-0.967
3.37000,5.426,-0.951
3.37500,5.416,-0.936
3.38000,5.407,-0.920
3.38500,5.397,-0.904
3.39000,5.388,-0.887
3.39500,5.378,-0.871
3.40000,5.369,-0.854
3.40500,5.359,-0.838
3.41000,5.349,-0.821
3.41500,5.339,-0.803
3.42000,5.329,-0.786
3.42500,5.319,-0.769
3.43000,5.310,-0.751
3.43500,5.300,-0.733
3.44000,5.290,-0.715
3.44500,5.280,-0.697
3.45000,5.270,-0.679
3.45500,5.260,-0.661
3.46000,5.251,-0.642
3.46500,5.241,-0.623
3.47000,5.231,-0.604
3.47500,5.222,-0.585
3.48000,5.212,-0.566
3.48500,5.202,-0.547
3.49000,5.193,-0.528
3.49500,5.183,-0.508
3.50000,5.173,-0.489
3.50500,5.163,-0.469
3.51000,5.154,-0.449
3.51500,5.144,-0.429
3.52000,5.134,-0.409
3.52500,5.125,-0.389
3.53000,5.115,-0.369
3.53500,5.105,-0.348
3.54000,5.096,-0.328
3.54500,5.086,-0.307
3.55000,5.077,-0.287
3.55500,5.067,-0.266
3.56000,5.057,-0.245
3.56500,5.048,-0.225
3.57000,5.038,-0.204
3.57500,5.028,-0.183
3.58000,5.019,-0.162
3.58500,5.009,-0.141
3.59000,4.999,-0.120
3.59500,4.989,-0.098
3.60000,4.979,-0.077
3.60500,4.969,-0.056
3.61000,4.960,-0.035
3.61500,4.950,-0.013
3.62000,4.940,0.008
3.62500,4.930,0.029
3.63000,4.921,0.051
3.63500,4.911,0.072
3.64000,4.901,0.093
3.64500,4.891,0.115
3.65000,4.882,0.136
3.65500,4.872,0.158
3.66000,4.863,0.179
3.66500,4.854,0.200
3.67000,4.844,0.222
3.67500,4.835,0.243
3.68000,4.826,0.264
3.68500,4.818,0.286
3.69000,4.809,0.307
3.69500,4.801,0.328
3.70000,4.792,0.349
3.70500,4.784,0.370
3.71000,4.775,0.391
3.71500,4.767,0.412
3.72000,4.759,0.433
3.72500,4.750,0.454
3.73000,4.743,0.475
3.73500,4.735,0.495
3.74000,4.727,0.516
3.74500,4.719,0.537
3.75000,4.712,0.557
3.75500,4.704,0.577
3.76000,4.697,0.598
3.76500,4.690,0.618
3.77000,4.683,0.638
3.77500,4.676,0.658
3.78000,4.669,0.677
3.78500,4.662,0.697
3.79000,4.655,0.716
3.79500,4.648,0.736
3.80000,4.641,0.755
3.80500,4.635,0.774
3.81000,4.629,0.793
3.81500,4.622,0.812
3.82000,4.616,0.830
3.82500,4.610,0.849
3.83000,4.604,0.867
3.83500,4.598,0.885
3.84000,4.592,0.903
3.84500,4.586,0.921
3.85000,4.581,0.939
3.85500,4.575,0.956
3.86000,4.570,0.973
3.86500,4.565,0.990
3.87000,4.560,1.007
3.87500,4.555,1.023
3.88000,4.550,1.040
3.88500,4.546,1.056
3.89000,4.541,1.072
3.89500,4.537,1.088
3.90000,4.533,1.103
3.90500,4.528,1.118
3.91000,4.524,1.133
3.91500,4.521,1.148
3.92000,4.517,1.162
3.92500,4.514,1.177
3.93000,4.511,1.191
3.93500,4.508,1.204
3.94000,4.505,1.218
3.94500,4.501,1.231
3.95000,4.499,1.244
3.95500,4.496,1.257
3.96000,4.494,1.269
3.96500,4.491,1.281
3.97000,4.490,1.293
3.97500,4.488,1.304
3.98000,4.486,1.315
3.98500,4.484,1.326
3.99000,4.483,1.337
3.99500,4.482,1.347
4.00000,4.480,1.357
4.00500,4.479,1.367
4.01000,4.478,1.376
4.01500,4.478,1.385
4.02000,4.477,1.394
4.02500,4.477,1.402
4.03000,4.477,1.411
4.03500,4.477,1.418
4.04000,4.477,1.426
4.04500,4.477,1.433
4.05000,4.477,1.439
4.05500,4.477,1.446
4.06000,4.478,1.452
4.06500,4.478,1.458
4.07000,4.479,1.463
4.07500,4.480,1.468
4.08000,4.481,1.473
4.08500,4.482,1.477
4.09000,4.483,1.481
4.09500,4.485,1.484
4.10000,4.486,1.488
4.10500,4.487,1.490
4.11000,4.488,1.493
4.11500,4.490,1.495
4.12000,4.492,1.497
4.12500,4.494,1.498
4.13000,4.495,1.499
4.13500,4.497,1.500
4.14000,4.499,1.500
4.14500,4.501,1.500
4.15000,4.503,1.499
4.15500,4.505,1.498
4.16000,4.507,1.497
4.16500,4.510,1.496
4.17000,4.512,1.494
4.17500,4.515,1.491
4.18000,4.517,1.488
4.18500,4.520,1.485
4.19000,4.522,1.482
4.19500,4.525,1.478
4.20000,4.528,1.474
4.20500,4.531,1.469
4.21000,4.534,1.464
4.21500,4.537,1.458
4.22000,4.540,1.453
4.22500,4.543,1.446
4.23000,4.546,1.440
4.23500,4.550,1.433
4.24000,4.553,1.425
4.24500,4.557,1.418
4.25000,4.560,1.410
4.25500,4.564,1.401
4.26000,4.568,1.392
4.26500,4.571,1.383
4.27000,4.575,1.373
4.27500,4.579,1.363
4.28000,4.583,1.353
4.28500,4.587,1.342
4.29000,4.592,1.331
4.29500,4.595,1.320
4.30000,4.600,1.308
4.30500,4.604,1.296
4.31000,4.608,1.283
4.31500,4.612,1.271
4.32000,4.617,1.257
4.32500,4.621,1.244
4.33000,4.626,1.230
4.33500,4.630,1.216
4.34000,4.635,1.201
4.34500,4.640,1.186
4.35000,4.644,1.171
4.35500,4.649,1.155
4.36000,4.654,1.139
4.36500,4.658,1.123
4.37000,4.663,1.106
4.37500,4.668,1.090
4.38000,4.673,1.072
4.38500,4.678,1.055
4.39000,4.683,1.037
4.39500,4.688,1.019
4.40000,4.693,1.000
4.40500,4.698,0.982
4.41000,4.703,0.963
4.41500,4.708,0.943
4.42000,4.713,0.924
4.42500,4.719,0.904
4.43000,4.724,0.884
4.43500,4.729,0.863
4.44000,4.734,0.843
4.44500,4.739,0.822
4.45000,4.744,0.801
4.45500,4.750,0.779
4.46000,4.755,0.758
4.46500,4.760,0.736
4.47000,4.765,0.714
4.47500,4.771,0.691
4.48000,4.776,0.669
4.48500,4.781,0.646
4.49000,4.786,0.623
4.49500,4.792,0.600
4.50000,4.797,0.577
4.50500,4.803,0.553
4.51000,4.808,0.530
4.51500,4.813,0.506
4.52000,4.819,0.482
4.52500,4.824,0.457
4.53000,4.829,0.433
4.53500,4.834,0.408
4.54000,4.840,0.384
4.54500,4.845,0.359
4.55000,4.850,0.334
4.55500,4.856,0.309
4.56000,4.861,0.284
4.56500,4.866,0.259
4.57000,4.872,0.233
4.57500,4.877,0.208
4.58000,4.882,0.182
4.58500,4.887,0.157
4.59000,4.893,0.131
4.59500,4.898,0.105
4.60000,4.903,0.080
4.60500,4.908,0.054
4.61000,4.913,0.028
4.61500,4.918,0.002
4.62000,4.923,-0.024
4.62500,4.928,-0.050
4.63000,4.933,-0.076
4.63500,4.938,-0.102
4.64000,4.943,-0.128
4.64500,4.948,-0.154
4.65000,4.953,-0.180
4.65500,4.958,-0.205
4.66000,4.962,-0.231
4.66500,4.967,-0.257
4.67000,4.972,-0.283
4.67500,4.977,-0.308
4.68000,4.982,-0.334
4.68500,4.986,-0.360
4.69000,4.991,-0.385
4.69500,4.995,-0.410
4.70000,5.000,-0.436
4.70500,5.004,-0.461
4.71000,5.008,-0.486
4.71500,5.012,-0.511
4.72000,5.017,-0.535
4.72500,5.020,-0.560
4.73000,5.023,-0.584
4.73500,5.025,-0.609
4.74000,5.026,-0.633
4.74500,5.029,-0.657
4.75000,5.033,-0.680
4.75500,5.036,-0.704
4.76000,5.039,-0.727
4.76500,5.043,-0.750
4.77000,5.046,-0.773
4.77500,5.049,-0.796
4.78000,5.052,-0.818
4.78500,5.054,-0.841
4.79000,5.056,-0.863
4.79500,5.058,-0.884
4.80000,5.059,-0.906
4.80500,5.060,-0.927
4.81000,5.062,-0.948
4.81500,5.063,-0.969
4.82000,5.064,-0.989
4.82500,5.065,-1.009
4.83000,5.066,-1.029
4.83500,5.068,-1.048
4.84000,5.069,-1.067
4.84500,5.069,-1.086
4.85000,5.069,-1.104
4.85500,5.069,-1.123
4.86000,5.070,-1.140
4.86500,5.070,-1.158
4.87000,5.069,-1.175
4.87500,5.069,-1.191
4.88000,5.069,-1.208
4.88500,5.069,-1.224
4.89000,5.069,-1.239
4.89500,5.068,-1.254
4.90000,5.068,-1.269
4.90500,5.067,-1.283
4.91000,5.066,-1.297
4.91500,5.065,-1.311
4.92000,5.064,-1.324
4.92500,5.063,-1.336
4.93000,5.061,-1.349
4.93500,5.060,-1.360
4.94000,5.059,-1.372
4.94500,5.057,-1.382
4.95000,5.055,-1.393
4.95500,5.054,-1.403
4.96000,5.052,-1.412
4.96500,5.050,-1.421
4.97000,5.049,-1.430
4.97500,5.047,-1.438
4.98000,5.045,-1.446
4.98500,5.043,-1.453
4.99000,5.041,-1.459
4.99500,5.038,-1.466
5.00000,5.036,-1.471
5.00500,5.034,-1.476
5.01000,5.031,-1.481
5.01500,5.028,-1.485
5.02000,5.026,-1.489
5.02500,5.023,-1.492
5.03000,5.021,-1.495
5.03500,5.018,-1.497
5.04000,5.015,-1.498
5.04500,5.012,-1.499
5.05000,5.008,-1.500
5.05500,5.005,-1.500
5.06000,5.002,-1.499
5.06500,4.998,-1.498
5.07000,4.995,-1.497
5.07500,4.992,-1.495
5.08000,4.988,-1.492
5.08500,4.984,-1.489
5.09000,4.980,-1.486
5.09500,4.977,-1.482
5.10000,4.972,-1.477
5.10500,4.968,-1.472
5.11000,4.964,-1.466
5.11500,4.960,-1.460
5.12000,4.956,-1.453
5.12500,4.951,-1.446
5.13000,4.947,-1.438
5.13500,4.942,-1.430
5.14000,4.938,-1.421
5.14500,4.933,-1.411
5.15000,4.928,-1.402
5.15500,4.924,-1.391
5.16000,4.919,-1.380
5.16500,4.914,-1.369
5.17000,4.909,-1.357
5.17500,4.904,-1.345
5.18000,4.899,-1.332
5.18500,4.894,-1.318
5.19000,4.889,-1.305
5.19500,4.883,-1.290
5.20000,4.878,-1.276
5.20500,4.873,-1.260
5.21000,4.868,-1.244
5.21500,4.862,-1.228
5.22000,4.857,-1.212
5.22500,4.851,-1.194
5.23000,4.846,-1.177
5.23500,4.840,-1.159
5.24000,4.834,-1.140
5.24500,4.829,-1.121
5.25000,4.823,-1.102
5.25500,4.817,-1.082
5.26000,4.811,-1.062
5.26500,4.806,-1.041
5.27000,4.800,-1.020
5.27500,4.794,-0.999
5.28000,4.788,-0.977
5.28500,4.782,-0.955
5.29000,4.776,-0.933
5.29500,4.770,-0.910
5.30000,4.763,-0.886
5.30500,4.758,-0.863
5.31000,4.752,-0.839
5.31500,4.745,-0.814
5.32000,4.739,-0.790
5.32500,4.733,-0.765
5.33000,4.727,-0.740
5.33500,4.720,-0.714
